VTX, IDX, position.x, position.y, position.z, normal.x, normal.y, normal.z, tangent.x, tangent.y, tangent.z, tangent.w, tex_coords0.x, tex_coords0.y, tex_coords1.x, tex_coords1.y, colour0.x, colour0.y, colour0.z, colour0.w, joints.x, joints.y, joints.z, joints.w, weights.x, weights.y, weights.z, weights.w, model_matrix_0.x, model_matrix_0.y, model_matrix_0.z, model_matrix_0.w, model_matrix_1.x, model_matrix_1.y, model_matrix_1.z, model_matrix_1.w, model_matrix_2.x, model_matrix_2.y, model_matrix_2.z, model_matrix_2.w, model_matrix_3.x, model_matrix_3.y, model_matrix_3.z, model_matrix_3.w, normal_matrix_0.x, normal_matrix_0.y, normal_matrix_0.z, normal_matrix_1.x, normal_matrix_1.y, normal_matrix_1.z, normal_matrix_2.x, normal_matrix_2.y, normal_matrix_2.z
2155, 1447, 0.00, 0.02143, 0.02273, 0.16765, 0.10321, 0.98043, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 1.00, 35, 34, 0, 0, 0.79711, 0.20289, 0.00, 0.00, -499.99997, 0.00, 0.00, 0.00, 0.00, -0.00008, -499.99997, 0.00, 0.00, -499.99997, 0.00008, 0.00, -20.51304, 20.17751, -10.54817, 1.00, -1.00, 0.00, 0.00, 0.00, -1.19209E-07, -1.00, 0.00, -1.00, 1.78814E-07
2156, 1450, 0.00165, 0.02132, 0.02247, 0.16765, 0.10321, 0.98043, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 1.00, 35, 34, 0, 0, 0.73717, 0.26283, 0.00, 0.00, -499.99997, 0.00, 0.00, 0.00, 0.00, -0.00008, -499.99997, 0.00, 0.00, -499.99997, 0.00008, 0.00, -20.51304, 20.17751, -10.54817, 1.00, -1.00, 0.00, 0.00, 0.00, -1.19209E-07, -1.00, 0.00, -1.00, 1.78814E-07
2157, 1451, 0.00147, 0.01675, 0.02262, 0.94482, -0.0814, 0.31732, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 1.00, 34, 33, 35, 32, 0.80931, 0.16076, 0.02536, 0.00457, -499.99997, 0.00, 0.00, 0.00, 0.00, -0.00008, -499.99997, 0.00, 0.00, -499.99997, 0.00008, 0.00, -20.51304, 20.17751, -10.54817, 1.00, -1.00, 0.00, 0.00, 0.00, -1.19209E-07, -1.00, 0.00, -1.00, 1.78814E-07
2158, 1452, 0.00233, 0.01663, 0.02026, 0.94482, -0.0814, 0.31732, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 1.00, 34, 33, 0, 0, 0.81876, 0.18124, 0.00, 0.00, -499.99997, 0.00, 0.00, 0.00, 0.00, -0.00008, -499.99997, 0.00, 0.00, -499.99997, 0.00008, 0.00, -20.51304, 20.17751, -10.54817, 1.00, -1.00, 0.00, 0.00, 0.00, -1.19209E-07, -1.00, 0.00, -1.00, 1.78814E-07
2159, 1453, 0.00247, 0.01861, 0.0201, 0.94482, -0.0814, 0.31732, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 1.00, 34, 35, 33, 0, 0.88788, 0.07783, 0.0343, 0.00, -499.99997, 0.00, 0.00, 0.00, 0.00, -0.00008, -499.99997, 0.00, 0.00, -499.99997, 0.00008, 0.00, -20.51304, 20.17751, -10.54817, 1.00, -1.00, 0.00, 0.00, 0.00, -1.19209E-07, -1.00, 0.00, -1.00, 1.78814E-07
2160, 1454, 0.0017, 0.01892, 0.02273, 0.94482, -0.0814, 0.31732, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 1.00, 34, 35, 33, 0, 0.80643, 0.16534, 0.02824, 0.00, -499.99997, 0.00, 0.00, 0.00, 0.00, -0.00008, -499.99997, 0.00, 0.00, -499.99997, 0.00008, 0.00, -20.51304, 20.17751, -10.54817, 1.00, -1.00, 0.00, 0.00, 0.00, -1.19209E-07, -1.00, 0.00, -1.00, 1.78814E-07
2161, 1451, 0.00147, 0.01675, 0.02262, 0.94482, -0.0814, 0.31732, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 1.00, 34, 33, 35, 32, 0.80931, 0.16076, 0.02536, 0.00457, -499.99997, 0.00, 0.00, 0.00, 0.00, -0.00008, -499.99997, 0.00, 0.00, -499.99997, 0.00008, 0.00, -20.51304, 20.17751, -10.54817, 1.00, -1.00, 0.00, 0.00, 0.00, -1.19209E-07, -1.00, 0.00, -1.00, 1.78814E-07
2162, 1453, 0.00247, 0.01861, 0.0201, 0.94482, -0.0814, 0.31732, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 1.00, 34, 35, 33, 0, 0.88788, 0.07783, 0.0343, 0.00, -499.99997, 0.00, 0.00, 0.00, 0.00, -0.00008, -499.99997, 0.00, 0.00, -499.99997, 0.00008, 0.00, -20.51304, 20.17751, -10.54817, 1.00, -1.00, 0.00, 0.00, 0.00, -1.19209E-07, -1.00, 0.00, -1.00, 1.78814E-07
2163, 1455, 0.00198, 0.01897, 0.01846, 0.96802, -0.05973, -0.24366, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 1.00, 34, 35, 33, 0, 0.82719, 0.15529, 0.01752, 0.00, -499.99997, 0.00, 0.00, 0.00, 0.00, -0.00008, -499.99997, 0.00, 0.00, -499.99997, 0.00008, 0.00, -20.51304, 20.17751, -10.54817, 1.00, -1.00, 0.00, 0.00, 0.00, -1.19209E-07, -1.00, 0.00, -1.00, 1.78814E-07
2164, 1456, 0.00249, 0.02087, 0.02003, 0.96802, -0.05973, -0.24366, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 1.00, 34, 35, 0, 0, 0.67066, 0.32934, 0.00, 0.00, -499.99997, 0.00, 0.00, 0.00, 0.00, -0.00008, -499.99997, 0.00, 0.00, -499.99997, 0.00008, 0.00, -20.51304, 20.17751, -10.54817, 1.00, -1.00, 0.00, 0.00, 0.00, -1.19209E-07, -1.00, 0.00, -1.00, 1.78814E-07
2165, 1457, 0.00247, 0.01861, 0.0201, 0.96802, -0.05973, -0.24366, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 1.00, 34, 35, 33, 0, 0.88788, 0.07783, 0.0343, 0.00, -499.99997, 0.00, 0.00, 0.00, 0.00, -0.00008, -499.99997, 0.00, 0.00, -499.99997, 0.00008, 0.00, -20.51304, 20.17751, -10.54817, 1.00, -1.00, 0.00, 0.00, 0.00, -1.19209E-07, -1.00, 0.00, -1.00, 1.78814E-07
2166, 1456, 0.00249, 0.02087, 0.02003, 0.96802, -0.05973, -0.24366, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 1.00, 34, 35, 0, 0, 0.67066, 0.32934, 0.00, 0.00, -499.99997, 0.00, 0.00, 0.00, 0.00, -0.00008, -499.99997, 0.00, 0.00, -499.99997, 0.00008, 0.00, -20.51304, 20.17751, -10.54817, 1.00, -1.00, 0.00, 0.00, 0.00, -1.19209E-07, -1.00, 0.00, -1.00, 1.78814E-07
2167, 1455, 0.00198, 0.01897, 0.01846, 0.96802, -0.05973, -0.24366, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 1.00, 34, 35, 33, 0, 0.82719, 0.15529, 0.01752, 0.00, -499.99997, 0.00, 0.00, 0.00, 0.00, -0.00008, -499.99997, 0.00, 0.00, -499.99997, 0.00008, 0.00, -20.51304, 20.17751, -10.54817, 1.00, -1.00, 0.00, 0.00, 0.00, -1.19209E-07, -1.00, 0.00, -1.00, 1.78814E-07
2168, 1458, 0.00217, 0.02085, 0.01837, 0.96802, -0.05973, -0.24366, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 1.00, 35, 34, 0, 0, 0.6433, 0.3567, 0.00, 0.00, -499.99997, 0.00, 0.00, 0.00, 0.00, -0.00008, -499.99997, 0.00, 0.00, -499.99997, 0.00008, 0.00, -20.51304, 20.17751, -10.54817, 1.00, -1.00, 0.00, 0.00, 0.00, -1.19209E-07, -1.00, 0.00, -1.00, 1.78814E-07
2169, 1459, 0.00232, 0.02531, 0.0184, 0.19197, 0.07792, -0.9783, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 1.00, 35, 36, 37, 0, 0.87107, 0.12744, 0.00149, 0.00, -499.99997, 0.00, 0.00, 0.00, 0.00, -0.00008, -499.99997, 0.00, 0.00, -499.99997, 0.00008, 0.00, -20.51304, 20.17751, -10.54817, 1.00, -1.00, 0.00, 0.00, 0.00, -1.19209E-07, -1.00, 0.00, -1.00, 1.78814E-07
2170, 1460, 0.00, 0.02286, 0.01775, 0.19197, 0.07792, -0.9783, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 1.00, 35, 34, 0, 0, 0.89368, 0.10632, 0.00, 0.00, -499.99997, 0.00, 0.00, 0.00, 0.00, -0.00008, -499.99997, 0.00, 0.00, -499.99997, 0.00008, 0.00, -20.51304, 20.17751, -10.54817, 1.00, -1.00, 0.00, 0.00, 0.00, -1.19209E-07, -1.00, 0.00, -1.00, 1.78814E-07
2171, 1461, 0.00, 0.02528, 0.01801, 0.19197, 0.07792, -0.9783, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 1.00, 35, 36, 0, 0, 0.8884, 0.1116, 0.00, 0.00, -499.99997, 0.00, 0.00, 0.00, 0.00, -0.00008, -499.99997, 0.00, 0.00, -499.99997, 0.00008, 0.00, -20.51304, 20.17751, -10.54817, 1.00, -1.00, 0.00, 0.00, 0.00, -1.19209E-07, -1.00, 0.00, -1.00, 1.78814E-07
2172, 1460, 0.00, 0.02286, 0.01775, 0.19197, 0.07792, -0.9783, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 1.00, 35, 34, 0, 0, 0.89368, 0.10632, 0.00, 0.00, -499.99997, 0.00, 0.00, 0.00, 0.00, -0.00008, -499.99997, 0.00, 0.00, -499.99997, 0.00008, 0.00, -20.51304, 20.17751, -10.54817, 1.00, -1.00, 0.00, 0.00, 0.00, -1.19209E-07, -1.00, 0.00, -1.00, 1.78814E-07
2173, 1459, 0.00232, 0.02531, 0.0184, 0.19197, 0.07792, -0.9783, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 1.00, 35, 36, 37, 0, 0.87107, 0.12744, 0.00149, 0.00, -499.99997, 0.00, 0.00, 0.00, 0.00, -0.00008, -499.99997, 0.00, 0.00, -499.99997, 0.00008, 0.00, -20.51304, 20.17751, -10.54817, 1.00, -1.00, 0.00, 0.00, 0.00, -1.19209E-07, -1.00, 0.00, -1.00, 1.78814E-07
2174, 1462, 0.00237, 0.02282, 0.01828, 0.19197, 0.07792, -0.9783, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 1.00, 35, 34, 36, 0, 0.88512, 0.11378, 0.0011, 0.00, -499.99997, 0.00, 0.00, 0.00, 0.00, -0.00008, -499.99997, 0.00, 0.00, -499.99997, 0.00008, 0.00, -20.51304, 20.17751, -10.54817, 1.00, -1.00, 0.00, 0.00, 0.00, -1.19209E-07, -1.00, 0.00, -1.00, 1.78814E-07
2175, 1463, 0.00217, 0.02085, 0.01837, 0.259, -0.054, -0.96437, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 1.00, 35, 34, 0, 0, 0.6433, 0.3567, 0.00, 0.00, -499.99997, 0.00, 0.00, 0.00, 0.00, -0.00008, -499.99997, 0.00, 0.00, -499.99997, 0.00008, 0.00, -20.51304, 20.17751, -10.54817, 1.00, -1.00, 0.00, 0.00, 0.00, -1.19209E-07, -1.00, 0.00, -1.00, 1.78814E-07
2176, 1464, 0.00, 0.01912, 0.01788, 0.259, -0.054, -0.96437, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 1.00, 34, 35, 33, 0, 0.86252, 0.1337, 0.00378, 0.00, -499.99997, 0.00, 0.00, 0.00, 0.00, -0.00008, -499.99997, 0.00, 0.00, -499.99997, 0.00008, 0.00, -20.51304, 20.17751, -10.54817, 1.00, -1.00, 0.00, 0.00, 0.00, -1.19209E-07, -1.00, 0.00, -1.00, 1.78814E-07
2177, 1465, 0.00, 0.02099, 0.01782, 0.259, -0.054, -0.96437, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 1.00, 35, 34, 0, 0, 0.5296, 0.4704, 0.00, 0.00, -499.99997, 0.00, 0.00, 0.00, 0.00, -0.00008, -499.99997, 0.00, 0.00, -499.99997, 0.00008, 0.00, -20.51304, 20.17751, -10.54817, 1.00, -1.00, 0.00, 0.00, 0.00, -1.19209E-07, -1.00, 0.00, -1.00, 1.78814E-07
2178, 1464, 0.00, 0.01912, 0.01788, 0.259, -0.054, -0.96437, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 1.00, 34, 35, 33, 0, 0.86252, 0.1337, 0.00378, 0.00, -499.99997, 0.00, 0.00, 0.00, 0.00, -0.00008, -499.99997, 0.00, 0.00, -499.99997, 0.00008, 0.00, -20.51304, 20.17751, -10.54817, 1.00, -1.00, 0.00, 0.00, 0.00, -1.19209E-07, -1.00, 0.00, -1.00, 1.78814E-07
2179, 1463, 0.00217, 0.02085, 0.01837, 0.259, -0.054, -0.96437, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 1.00, 35, 34, 0, 0, 0.6433, 0.3567, 0.00, 0.00, -499.99997, 0.00, 0.00, 0.00, 0.00, -0.00008, -499.99997, 0.00, 0.00, -499.99997, 0.00008, 0.00, -20.51304, 20.17751, -10.54817, 1.00, -1.00, 0.00, 0.00, 0.00, -1.19209E-07, -1.00, 0.00, -1.00, 1.78814E-07
2180, 1466, 0.00198, 0.01897, 0.01846, 0.259, -0.054, -0.96437, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 1.00, 34, 35, 33, 0, 0.82719, 0.15529, 0.01752, 0.00, -499.99997, 0.00, 0.00, 0.00, 0.00, -0.00008, -499.99997, 0.00, 0.00, -499.99997, 0.00008, 0.00, -20.51304, 20.17751, -10.54817, 1.00, -1.00, 0.00, 0.00, 0.00, -1.19209E-07, -1.00, 0.00, -1.00, 1.78814E-07
2181, 1467, 0.00251, 0.02307, 0.01996, 0.9385, 0.02853, 0.34409, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 1.00, 35, 34, 36, 0, 0.86386, 0.12437, 0.01177, 0.00, -499.99997, 0.00, 0.00, 0.00, 0.00, -0.00008, -499.99997, 0.00, 0.00, -499.99997, 0.00008, 0.00, -20.51304, 20.17751, -10.54817, 1.00, -1.00, 0.00, 0.00, 0.00, -1.19209E-07, -1.00, 0.00, -1.00, 1.78814E-07
2182, 1468, 0.00165, 0.02132, 0.02247, 0.9385, 0.02853, 0.34409, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 1.00, 35, 34, 0, 0, 0.73717, 0.26283, 0.00, 0.00, -499.99997, 0.00, 0.00, 0.00, 0.00, -0.00008, -499.99997, 0.00, 0.00, -499.99997, 0.00008, 0.00, -20.51304, 20.17751, -10.54817, 1.00, -1.00, 0.00, 0.00, 0.00, -1.19209E-07, -1.00, 0.00, -1.00, 1.78814E-07
2183, 1469, 0.00249, 0.02087, 0.02003, 0.9385, 0.02853, 0.34409, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 1.00, 34, 35, 0, 0, 0.67066, 0.32934, 0.00, 0.00, -499.99997, 0.00, 0.00, 0.00, 0.00, -0.00008, -499.99997, 0.00, 0.00, -499.99997, 0.00008, 0.00, -20.51304, 20.17751, -10.54817, 1.00, -1.00, 0.00, 0.00, 0.00, -1.19209E-07, -1.00, 0.00, -1.00, 1.78814E-07
2184, 1468, 0.00165, 0.02132, 0.02247, 0.9385, 0.02853, 0.34409, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 1.00, 35, 34, 0, 0, 0.73717, 0.26283, 0.00, 0.00, -499.99997, 0.00, 0.00, 0.00, 0.00, -0.00008, -499.99997, 0.00, 0.00, -499.99997, 0.00008, 0.00, -20.51304, 20.17751, -10.54817, 1.00, -1.00, 0.00, 0.00, 0.00, -1.19209E-07, -1.00, 0.00, -1.00, 1.78814E-07
2185, 1467, 0.00251, 0.02307, 0.01996, 0.9385, 0.02853, 0.34409, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 1.00, 35, 34, 36, 0, 0.86386, 0.12437, 0.01177, 0.00, -499.99997, 0.00, 0.00, 0.00, 0.00, -0.00008, -499.99997, 0.00, 0.00, -499.99997, 0.00008, 0.00, -20.51304, 20.17751, -10.54817, 1.00, -1.00, 0.00, 0.00, 0.00, -1.19209E-07, -1.00, 0.00, -1.00, 1.78814E-07
2186, 1470, 0.00161, 0.02329, 0.02225, 0.9385, 0.02853, 0.34409, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 1.00, 35, 34, 36, 0, 0.88178, 0.06805, 0.05017, 0.00, -499.99997, 0.00, 0.00, 0.00, 0.00, -0.00008, -499.99997, 0.00, 0.00, -499.99997, 0.00008, 0.00, -20.51304, 20.17751, -10.54817, 1.00, -1.00, 0.00, 0.00, 0.00, -1.19209E-07, -1.00, 0.00, -1.00, 1.78814E-07
2187, 1471, 0.00, 0.01684, 0.0229, 0.1969, -0.04361, 0.97945, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 1.00, 34, 33, 35, 32, 0.8192, 0.14593, 0.02985, 0.00502, -499.99997, 0.00, 0.00, 0.00, 0.00, -0.00008, -499.99997, 0.00, 0.00, -499.99997, 0.00008, 0.00, -20.51304, 20.17751, -10.54817, 1.00, -1.00, 0.00, 0.00, 0.00, -1.19209E-07, -1.00, 0.00, -1.00, 1.78814E-07
2188, 1472, 0.00, 0.01454, 0.02282, 0.1969, -0.04361, 0.97945, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 1.00, 33, 34, 32, 0, 0.68386, 0.16668, 0.14945, 0.00, -499.99997, 0.00, 0.00, 0.00, 0.00, -0.00008, -499.99997, 0.00, 0.00, -499.99997, 0.00008, 0.00, -20.51304, 20.17751, -10.54817, 1.00, -1.00, 0.00, 0.00, 0.00, -1.19209E-07, -1.00, 0.00, -1.00, 1.78814E-07
2189, 1473, 0.00115, 0.01448, 0.02256, 0.1969, -0.04361, 0.97945, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 1.00, 33, 34, 32, 0, 0.69495, 0.15875, 0.14629, 0.00, -499.99997, 0.00, 0.00, 0.00, 0.00, -0.00008, -499.99997, 0.00, 0.00, -499.99997, 0.00008, 0.00, -20.51304, 20.17751, -10.54817, 1.00, -1.00, 0.00, 0.00, 0.00, -1.19209E-07, -1.00, 0.00, -1.00, 1.78814E-07
2190, 1473, 0.00115, 0.01448, 0.02256, 0.1969, -0.04361, 0.97945, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 1.00, 33, 34, 32, 0, 0.69495, 0.15875, 0.14629, 0.00, -499.99997, 0.00, 0.00, 0.00, 0.00, -0.00008, -499.99997, 0.00, 0.00, -499.99997, 0.00008, 0.00, -20.51304, 20.17751, -10.54817, 1.00, -1.00, 0.00, 0.00, 0.00, -1.19209E-07, -1.00, 0.00, -1.00, 1.78814E-07
2191, 1474, 0.00147, 0.01675, 0.02262, 0.1969, -0.04361, 0.97945, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 1.00, 34, 33, 35, 32, 0.80931, 0.16076, 0.02536, 0.00457, -499.99997, 0.00, 0.00, 0.00, 0.00, -0.00008, -499.99997, 0.00, 0.00, -499.99997, 0.00008, 0.00, -20.51304, 20.17751, -10.54817, 1.00, -1.00, 0.00, 0.00, 0.00, -1.19209E-07, -1.00, 0.00, -1.00, 1.78814E-07
2192, 1471, 0.00, 0.01684, 0.0229, 0.1969, -0.04361, 0.97945, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 1.00, 34, 33, 35, 32, 0.8192, 0.14593, 0.02985, 0.00502, -499.99997, 0.00, 0.00, 0.00, 0.00, -0.00008, -499.99997, 0.00, 0.00, -499.99997, 0.00008, 0.00, -20.51304, 20.17751, -10.54817, 1.00, -1.00, 0.00, 0.00, 0.00, -1.19209E-07, -1.00, 0.00, -1.00, 1.78814E-07
2193, 1475, 0.00096, 0.01259, 0.0224, 0.21947, -0.09961, 0.97052, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 1.00, 32, 33, 31, 34, 0.71137, 0.23354, 0.04029, 0.01479, -499.99997, 0.00, 0.00, 0.00, 0.00, -0.00008, -499.99997, 0.00, 0.00, -499.99997, 0.00008, 0.00, -20.51304, 20.17751, -10.54817, 1.00, -1.00, 0.00, 0.00, 0.00, -1.19209E-07, -1.00, 0.00, -1.00, 1.78814E-07
2194, 1476, 0.00, 0.01454, 0.02282, 0.21947, -0.09961, 0.97052, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 1.00, 33, 34, 32, 0, 0.68386, 0.16668, 0.14945, 0.00, -499.99997, 0.00, 0.00, 0.00, 0.00, -0.00008, -499.99997, 0.00, 0.00, -499.99997, 0.00008, 0.00, -20.51304, 20.17751, -10.54817, 1.00, -1.00, 0.00, 0.00, 0.00, -1.19209E-07, -1.00, 0.00, -1.00, 1.78814E-07
2195, 1477, 0.00, 0.0126, 0.02263, 0.21947, -0.09961, 0.97052, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 1.00, 32, 33, 31, 34, 0.75086, 0.19926, 0.03266, 0.01722, -499.99997, 0.00, 0.00, 0.00, 0.00, -0.00008, -499.99997, 0.00, 0.00, -499.99997, 0.00008, 0.00, -20.51304, 20.17751, -10.54817, 1.00, -1.00, 0.00, 0.00, 0.00, -1.19209E-07, -1.00, 0.00, -1.00, 1.78814E-07
2196, 1476, 0.00, 0.01454, 0.02282, 0.21947, -0.09961, 0.97052, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 1.00, 33, 34, 32, 0, 0.68386, 0.16668, 0.14945, 0.00, -499.99997, 0.00, 0.00, 0.00, 0.00, -0.00008, -499.99997, 0.00, 0.00, -499.99997, 0.00008, 0.00, -20.51304, 20.17751, -10.54817, 1.00, -1.00, 0.00, 0.00, 0.00, -1.19209E-07, -1.00, 0.00, -1.00, 1.78814E-07
2197, 1475, 0.00096, 0.01259, 0.0224, 0.21947, -0.09961, 0.97052, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 1.00, 32, 33, 31, 34, 0.71137, 0.23354, 0.04029, 0.01479, -499.99997, 0.00, 0.00, 0.00, 0.00, -0.00008, -499.99997, 0.00, 0.00, -499.99997, 0.00008, 0.00, -20.51304, 20.17751, -10.54817, 1.00, -1.00, 0.00, 0.00, 0.00, -1.19209E-07, -1.00, 0.00, -1.00, 1.78814E-07
2198, 1478, 0.00115, 0.01448, 0.02256, 0.21947, -0.09961, 0.97052, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 1.00, 33, 34, 32, 0, 0.69495, 0.15875, 0.14629, 0.00, -499.99997, 0.00, 0.00, 0.00, 0.00, -0.00008, -499.99997, 0.00, 0.00, -499.99997, 0.00008, 0.00, -20.51304, 20.17751, -10.54817, 1.00, -1.00, 0.00, 0.00, 0.00, -1.19209E-07, -1.00, 0.00, -1.00, 1.78814E-07
2199, 1479, 0.00147, 0.01506, 0.01893, 0.23856, -0.17718, -0.95483, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 1.00, 33, 34, 0, 0, 0.82399, 0.17601, 0.00, 0.00, -499.99997, 0.00, 0.00, 0.00, 0.00, -0.00008, -499.99997, 0.00, 0.00, -499.99997, 0.00008, 0.00, -20.51304, 20.17751, -10.54817, 1.00, -1.00, 0.00, 0.00, 0.00, -1.19209E-07, -1.00, 0.00, -1.00, 1.78814E-07
2200, 1480, 0.00, 0.01711, 0.01819, 0.23856, -0.17718, -0.95483, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 1.00, 34, 33, 35, 0, 0.84806, 0.14455, 0.00739, 0.00, -499.99997, 0.00, 0.00, 0.00, 0.00, -0.00008, -499.99997, 0.00, 0.00, -499.99997, 0.00008, 0.00, -20.51304, 20.17751, -10.54817, 1.00, -1.00, 0.00, 0.00, 0.00, -1.19209E-07, -1.00, 0.00, -1.00, 1.78814E-07
2201, 1481, 0.00178, 0.01698, 0.01869, 0.23856, -0.17718, -0.95483, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 1.00, 34, 33, 35, 0, 0.82038, 0.16104, 0.01858, 0.00, -499.99997, 0.00, 0.00, 0.00, 0.00, -0.00008, -499.99997, 0.00, 0.00, -499.99997, 0.00008, 0.00, -20.51304, 20.17751, -10.54817, 1.00, -1.00, 0.00, 0.00, 0.00, -1.19209E-07, -1.00, 0.00, -1.00, 1.78814E-07
2202, 1480, 0.00, 0.01711, 0.01819, 0.23856, -0.17718, -0.95483, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 1.00, 34, 33, 35, 0, 0.84806, 0.14455, 0.00739, 0.00, -499.99997, 0.00, 0.00, 0.00, 0.00, -0.00008, -499.99997, 0.00, 0.00, -499.99997, 0.00008, 0.00, -20.51304, 20.17751, -10.54817, 1.00, -1.00, 0.00, 0.00, 0.00, -1.19209E-07, -1.00, 0.00, -1.00, 1.78814E-07
